source,text,label
24,"sonderl. ging er die 3. lezter Jahre ss. hierseyns einen hübschen sünder-haft seln. Gnaden=Gang, war ^erkenntlich u. dankbar vor alles, was er in d. gemein genoß treu u. gehorsam in dem Anbefohlene, danckte oft mit Thränen dem heilde vor sn gnaden=Loos, bey sm Volcke und ein Glied der Gemeine zu seyn; u. bey dem zu bleiben, war sein größtes Verlangen.",positive
38,[Das folgende Jahr wurde ich in die Gemeine aufgenommen und kam auch zum heiligen Abendmahl.,neutral
14,Er selbst schrieb davon:,neutral
27,"Da er denn so vom Heiland Verdienst und Leiden zeigte, daß mir mein Herz in tausend Tränen zerfloß.",positive
23,"Da mich Pfarrer {NAME} sah, fragte er: was ich für ein Landsmann sey,",neutral
34,"Ruhe sanft du liebes Herze, nach so mancher Angst und Schmerze In des Bräutgams Blut und Wunden, drinnen du dein Heil gefunden Bey den durch gebohrten Füßen, wirst du ewiglich genießen unaussprechlich süße Weide, ewge Wonne, Fried u. Freude.",positive
32,"Uns war Sie lieb u. werth, Ihm aber zu theuer, Sie uns noch länger zu laßen.",positive
5,"Am 19ten Juni da sie sich des Heimgangs-Tags der lieben seligen Mama viel erinnert hatte, ermunterte sie sich Abends noch aus ihrer großen Schwachheit und hielt die gewöhnliche Conferenz der Vorgesezten, in welcher sie eine uns sehr eindrücklichen und sünderhaften Abschied machte; die Schaufruffe den Heiland mit ihr zu danken und sich mit ihr zu freuen über ihr großes Glück.",positive
10,"über 16. Jahr war ein treuer und lieber Nachtwächter, der manches schlaflose mit seinem lieblichen Gesang erfreute.",positive
3,"weils mir aber auch da nicht recht war und auch meine Eltern etwas ausserordentliches bey mir merkten; so bat ich sie, mich über Feld zu schicken, damit ich alleine seyn könnte.",negative
34,"1761. hatte ich die Gnade ins Stunden Gebeth zu kommen, welches mir zum Seegen war.",positive
28,Um diese Zeit kamen die ersten Brüder nach Nyork u. logirten bey Mr. {NAME}.,neutral
26,"In diesen bangen Stunden ließ mich der liebe Heiland besonders Seine liebe Nähe fühlen,",positive
36,"{Vorher hatten wir i} In Westmünster hatten wir ein Chorabendmahl, welches der sel. Jünger hielt, {und} die Jüngerin segnete uns mit Handauflegnung dazu ein.",neutral
23,"einer derselben redte mich einmal an und sagte: er sehe daß ich sehr fleißig zur Kirche komme, das sey aber nicht genug, ich solte auch suchen mich auf Jesu blutiges Verdienst zu gründen, welches in meinem Herzen einen gesegneten Eindruck machte.",negative
38,Sie war 1725 den 26tn Sept. zu Sachenburg in der Grafschaft Sayn im Westpfälischen Kreise gebohren.,neutral
34,"Mein Vater hatte den Heiland lieb, und legte oft alle seine Kinder mit Gebeth und Tränen an sein Herz.",positive
14,Zum 30ten Merz. 1782. Unser seliger Bruder {NAME} hat folgendes von seinem Lebens-Laufe selbst auf geschrieben:,neutral
26,Wir nahmen dieses Anerbieten mit Dank an und setzten sodann unsre Reise fort.,positive
5,"Das war wol ein unaussprechliches Seufzen, das der Heilige Geist selbst in mir that.",neutral
33,ihre Kranckheit mit einer starken geschwulst an den Beinen nahm von Tag zu Tag zu bis entlich auch daß starcke Gallen brechen dazu kam,negative
27,"Im folgenden Jahr kamen wir in die Wirtschaft nach Gnadental und Anno 1752 nach Friedenstal, wo wir einen zwar kurzen aber vergnügten Aufenthalt hatten.",positive
38,"Sie hatte keine Freudigkeit ihren Mann zu Anfang dieses Jahres mit auf den Synodum nach teutschland zu begleiten, wozu sie doch mit eingeladen war, weil sie ihrer Kränklichkeit wegen auf See- Reisen glaubte, daß sie ihm mehr zur Beschwerde als Erleichterung seyn werde, entließ aber ihren lieben Mann mit einem kindlich ergebnen Herzen.",negative
3,"Ich ging meinen seligen Gang fort und kann zum Preise des Heilands und zu meiner Beschämung sagen, daß ich in meinen Knabenjahren keine Stunden confus war;",negative
32,"Wenn ich es wo versehen hatte, konte ich nicht eher ruhen u. mich zufrieden geben, bis ich vom Hld. u. meinen Vorgesezten völlige Vergebung darüber bekam.",negative
33,"ich dancke dem lieben Heiland für alles was Er an mir als Seiner Elenden durch meine ganze lebens Zeit gethan hat,",positive
14,"Er blieb aber allemal ihr wahrer Freund, und diente wo er konnte, mit Freuden.",positive
27,"Meine Eltern {NAME} und {NAME}, die Mutter eine geborene {NAME}, waren gottsuchende, um ihre Seligkeit bekümmerte Leute, hielten mich fleißig zur Kirche, sonderlich zur Lesung der Bibel an , wozu ich sonderinklinierte von Jugend auf. Ward auch unruhig von Kindesbeinen an; und sonderlich da ich das erste Mal zum Abendmahl ging.",positive
33,sie wurde getröstet und der liebe Heiland bekante sich wieder aufs neue zu ihr.,positive
32,"Treue, Pünktlichkeit Waren allezeit Deine Zierde hie.",positive
19,man muss sich Ihn aber recht ansehn und wenn wir uns einander was von diesem Mann erzehlen. so werden meine Augen naß und in einer Weile drauf sagte er: Ach wie wohl ist mir doch!,positive
11,"In der 5 Nacht früh um 1 Uhr reiste ich ab, und kam glücklich in mein Vaterland, ging daselbst meinem Handwerck wieder nach, arbeitete aber nur 1 Jahr.",positive
33,"da ich zurück kam sagten sie mir ich müste einen Indianer nehmen und ihn heuratten,",negative
25,"Sie hatte dieselben und ihren Mann zärtlich lieb, und ob sie gleich, nachdem sie aus der Beckerey abgelöst wurden, viel schweres mit zu ertragen hatte, dabey auch ihre Gesundheit litte, indem sie sich nicht immer bald drein finden konte; so schenckte ihr doch der Heiland die Gnade, daß sie sich in ihre Armuth und Dürftigkeit schickte und bey aller ihrer Schwäche durch Arbeit und Fleiß das durchkommen ihrer Familie zu erleichtern bemüht war.",positive
1,"Sie wurde Anno 60 den 19. Januar Candidatin zum Abendmahl, welches ihrem Herzen einen besondern Eindruck gab, und von da an hatte Sie eine aparte gnaden Zeit lernte sich mehr kennen, und kam mit ihrem Herzen in eine wahre bekantschaftt mit dem Heiland,",positive
26,"Wir kamen just zu einem Gemeintag dahin, und baten um die Aufnahme in die Gemeine, die uns auch zu unserer Beschämung im August 1742 zuteil wurde.",positive
23,von da wolte 1744 mit meinem leiblichen Bruder nach Hause reisen wir konnten aber wegen den österreichischen Werbern nicht durchkommen,negative
38,"[Zwey ihrer Kinder, nämlich ein Sohn {NAME} und eine Tochter {NAME} sind in Carolina gebohren.",neutral
19,wir wurden draüber gelästert und ich gerieth in große Confusion.,negative
2,Am Ostermontag 1748 wurde sie in die Gemeine aufgenommen und im November drauf gelangte sie zum Heilgen Abendmahl.,neutral
36,"Jezt halte ich meinen Sabbath, und dancke dem Heiland, daß ich in meinem Chorhause bin.",positive
5,"Sie war aber eine Elende des Herrn, die keinen Gefallen an sich selber hatte und nichts von Lob und Ehre bey Menschen wißen wollte, sondern ihre größte Seligkeit in der Niedrigkeit des Herzens und wahren Geistes Armuth fand, und alles für unverdiente Gnade achtete.",negative
8,"Nachmittag aber benahm ihm ein starkes Erbrechen auf einmal so die Kräfte, daß er sich legen muste musste, u. sehr über Leibes-Schmerzen klagte, wobei er aber sehr still lag, u. viel mit seinem Herrn allein redte.",negative
36,"Einmal da ich mich recht lustig machte, fühlte ich eine solche Unruhe und Verlegenheit, daß ich ganz laut weinte, und auf meinen Knien im Felde zu Gott betete, daß Er sich meiner wieder erbarmen möchte, weil ich sahe daß mein Herz von Ihm abgekommen.",negative
14,"Nach dieser Reise nahm unser seliger Bruder einen Antrag des seligen Grafen, ein Paquet Briefschaften selbst nach Europa zu überbringen, willig an, reiste den 4ten August dieses Jahres von Bethlehem über Philadelphia, und weil da keine Schifs-Gelegenheit vorhanden, über Newyork nach London ab, wo er den 23ten October ankam.",positive
5,"Dieses geschahe dann vor dem Grün-Donnerstag Herz vielen Thränen und in der innigsten Gegenwart des Heilands; wovon sie nachher bezeugte, daß Er ihr darauf ein rechtes Sünder Siegel aufgedrückt habe.",negative
20,"in Corzem weil nun schon ville meiner bekanden ausgegangen und in Herrnhut wohnden under andern auch unser Seliger Bruder {NAME} seine Frau unsser lieben {NAME} ihre Mutter die eine der das inntesten Freundin von mir ward, konte ia nicht ruhen ohne mich errettet zu sehen,",positive
36,"Was der Hld. an. mir Seinem armen Creatürlein gethan hat, das bleibt zwischen Ihm und mir, und ich werde Ihm davor dancken, wenn ich einmal die Gnade haben werde Ihn zu sehen, und ewig bey Ihm zu seyn.",positive
10,Ao 1773. den 14ten October bin ich geboren im Dorf Burgenwald in der Grafschaft Jagerndorff in Ober Schlesien.,neutral
5,"Ihre freundlichen Blicke bezeugten noch immer den Umstehenden ihre zärtliche Liebe, bey alle dem daß Ihr Leiden schmerzlich schien.",positive
35,"1779 den 28ten Sept. wurde ich mit dem led. Br. {NAME} in Nazareth zur h. Ehe verbunden,",neutral
14,"Hier beschloß ich so lange bei meinen Eltern zu bleiben, als sie leben würden, welches ich auch bis zu meiner Mutter Tode, der im May 1736 erfolgte, gethan habe.",neutral
7,"1773. erhielt ich einen Ruf nach Amerika, wurde den 14ten Juni in Barby zum Diacono ordinirt, und kam den 24. September nebst noch 5 Brüdern in Bethlehem an.",neutral
33,"daß war eine große freude für mich,",positive
33,"o! wie froh und danckbar war ich wieder Geschwister zu sehn,",positive
6,"So ruhe nun in Jesu Schooß O Seliger, dein Glück ist wahrlich groß, In jener Zahl Vollendeten zu stehn, Wo's ewig tönt: Wir sind durchs Blut versöhnt.",positive
32,der Gemein Gnaden würde Er gewiß zur rechten Zeit mich theilhaftig machen;,positive
23,"da er wieder zu sich kam, fragte er: {NAME} was denkt ihr: wo wäre ich hin kommen",neutral
0,"und wiewol er über sein Elend u. Zurückbleiben in der Liebe zum Heiland oft betrübt u. verlegen war, so war doch sein erbaulicher u. exemplarischer Wandel ein redender Beweiß, daß sein Herz im Heiland lebte;",negative
8,"Gegen Abend ließ er sich noch auf den Stuhl sezen setzen, aber auch bald wieder ins Bette bringen.",neutral
26,"1769 erhielten wir wieder einen Ruf unter die Indianer und zwar nach Wihilusing an der Susquehanna, den wir im GeBühl unserer Dürftigkeit, und auf den Beistand und die Durchhilfe des lieben Heilands vertrauend, annahmen.",positive
9,"weil es sich aber zu meiner Profession nicht wol schicken wolte, so resolvirte ich, meine nunmehr selige Frau {NAME} gebohrne {NAME} zu heyrathen, von der ich die Hofnung hatte, daß sie sich auch bekehren würde.",neutral
26,"An Beschäftigung fehlte es mir nicht, ich griff überall zu, wo ich hingestellt wurde, besonders half ich dem Br. {NAME} beim Anbau am jetztigen Gemeinhause.",positive
26,ich achtete es anfangs nicht;,neutral
36,"Den Tag und dieses Abendmahl werde ich in meinem Leben nicht vergeßen, was mein Herz dabey gefühlt und genoßen hat.",positive
38,"Da sich aber doch ein kleiner eigenhändiger Aufsatz der seligen Schwester von ihren Lebensumständen gefunden: so könnenommen wir doch nicht umhin, auf eine obgleich unvollkommene Weise {etwas davon} einige ihrer Lebens Umstände zu erwähnen.",negative
26,Am 24ten August wurde ich durch Br. {NAME} mit der verwittweten Schwester {NAME}in geb. {NAME} getraut.,neutral
7,"ein starcker Nothhelfer du bist im Leben und im Tod p., über welcher Beschreibung des lieben Heilands mir unaussprechlich wohl und mein Herz mit inniger Freude erfüllt wurde.",positive
26,"Ich schickte mich nun zur Abreise, und nachdem ich von meiner StieLmutter und Geschwistern Abschied genommen hatte, ging ich auch zum Vater und wollte ihm die Hand geben, er sagte aber, “ich gebe dir meine Hand nicht,” und bediente sich noch eines harten Ausdrucks.",negative
5,"Schon seit vielen Jahren hatte sie durch eine Verkältung einen sehr beschwerlichen Husten bekommen, welcher von Jahr zu Jahr zunahm und wobey sie immer schwächlicher wurde, dennoch verrichtete sie ihre Geschäfte mit ausnehmender Heiterkeit und dachte wenig an sich selbst;",negative
18,"Er soll mein Ein und Alles seyn, bis ich bey Ihm, in und obern Reih'n, wo keine Toth die Freude stört, sie wiedersehen werd?",neutral
26,"Am 2ten Tag der Reise, als wir ins Nachtquartier wollten und uns einen mit schweren Planken bedeckten Schuppen erwiesen wurde, die Pferde unterzustellen, und wir noch mit der Wirtin darüber sprachen, warf der Wind den Schuppen um.",negative
20,mein Vater ward {NAME} meine Mutter eine gebohrne {NAME}in,neutral
28,"Ich repetirte es aber, immer in meiner Cammer wenn ich allein war.",neutral
32,"ich merkte auch zu meinen Schmerz, daß mein Herz nicht mehr so ganz in dem ununterbrochenen Umgang mit meinem Heilande stand, auch daß mir die Aufrichtigkeit des Herzens fehlte, welches mir oft heiße Thränen auspreßte u. mich brünstig zum Heiland flehen machte.",negative
26,"es wurde mir aber immer banger ums Herz, bis sich der Heiland meiner erbarmte und mich tröstete, welches ich besonders in einer Nacht inne wurde, da ich des Morgens früh vergnügt und getrost, als von aller Last entledigt, aufstand.",positive
26,"Am 17ten Juli gegen Abend sahe man, daß der Heiland seine Sehnsucht bald stillen werde;",positive
19,"das gab mir einen solchen Eindruck, daß ich oft für mich alleine gieng und den lieben Gott bat: Er solle mich zu seinem Kind annehmen und mich führen und nach seinem Willen leiten, wobey mir immer wohl war, ob ich es gleich damals noch nicht recht verstand, was ich betete.",positive
23,"Da er einmal Holz aussuchen gieng, rührte ihn der Schlag,",negative
27,"Er werde uns halten seinen teuren Eid, daß wir noch sollen werden seine ganze Freud.",positive
24,"Durch diese gele-genheit wurde er mit den Brrn. bekannt, und da Br. {NAME} mit sr. Familie Ao. 1749 nach Bethlm. zog, brachte er ihn mit dahin, wo er ins L. Brr. Haus zu wohnen kam.",neutral
23,Einmal gieng meine Meisterin nach Dierbach zum Heiligen Abendmahl,neutral
9,"Wir glaubten nicht anders, als daß seine Laufbahn zu Ende sey und er sein Gebeine in Bethlehem zur Ruhe legen würde.",negative
16,"Bald darauf bekam sie mit den andern Kindern zugleich die Blattern, von welchen sie aber glücklich restituirt wurde.",positive
26,Es waltete hier wahre Gnade;,positive
19,So weit er selbst.,neutral
13,Ich fühlte mich sehr danckbar gegen den Heiland deßen augenscheinliche Hülfe ich mit Verwunderung betrachtete; und meine vorigen Gesellschaften konte ich nun leichte fahren laßen.,positive
26,"Nun kam aber die Person, die ich hatte heirathen wollen, und fragte mich, wie es denn mit der verabredeten Heirat sei?",neutral
14,"Unter verschiedenen ihm eindrücklich gewesenen Worten, die er auf derselben aus dem Munde des seligen Grafen, damals Bruder {NAME}s genannt, aufgezeichnet, merckte er auch an, daß derselbe einstmals von der göttlichen Vorsorge des Heilands geredet habe, nach welcher Er in den Gemeinen allezeit Rath schaffe, wenn Menschen keinen sehen, aber doch alles gläubig auf ihren Herrn wagen und ankommen laßen; und auf die Weise werde sich auch wol Rath zu einer Druckerey finden, aus welcher hernach der Gemeine und ihren Gliedern auf vielerley Weise könne gedienet werden.""",neutral
26,Das war ein Balsam auf des Mannes Herz;,positive
27,Antwort: Nein.,neutral
26,"Ich war in jämmerlichen Umständen, denn aufrecht konnte ich nicht mehr gehen, u. mußte fast auf Händen und Füßen kriechen.",negative
18,"Am vergangenen Sonntag den 8ten --- da das Ehe-Chor allhier sie Chorfest feierte, fragte ich sie, ob sie nicht wünsche bey ---- Chor-Abendmahl gegnen mit zu genießen?",neutral
38,"Auch ist aus diesen Unterredungen zu ersehen, wie sie selbst durch den heiligen Geist darauf gebracht wurden, schmerzlich einzusehen, daß die Ursach von allen Störungen in ihren eigenen seligen Gedankengange darinn liege, daß sie nicht immer eine wahre arme Sünderin in ihren eigenen Augen sey gewesen. ///",negative
3,es änderte sich aber (und ich kam zu den Knaben nach Marienborn; bald darauf kam ich auf etliche Wochen nach dem Herrnhaag und am 17ten December nach Herrnhut.,neutral
7,"Ich sagte denn in meinem Herzen: ich will es glauben, mein lieber Heiland! daß du für mich genug gethan hast.",positive
19,heim gehen konte ich nicht und fahren lassen wolte ichs nicht.,negative
23,Ich sagte nein!,negative
4,"Er sagte, Seine Frau habe ihn gebeten, daß er sie möchte auf der Brüder Hutberg begraben, und er wolle sehr gerne, daß es ihm erlaubet würde, denn sie habe die Brüder lieb gehabt, und wenn er solte in dieser Gegend sterben, möchte er selber gerne bey den Brüdern liegen.",positive
12,"Er war aber doch immer bei sich, vergnügt und selig, und ein guter Sänger: denn, wenn Er schlief, so sang Er seine liebste Versel, als: ich habe mich verschloßen in Jesu Christi Gruft - Wenn wir uns wolln erquikken;",positive
5,"Das Andencken von tausend Sorgen und Kummer, den das mir anvertraute Amt bey der Menge Kinder mit sich brachte, ist wirklich wie weggewischt aus meinem Gemüth.",positive
4,"Dieses alte Mütterlein kam denn manchmal zu unseren Schwestern in Nazareth, und ob sie gleich nicht mit ihnen reden kunte so bezeugte sie doch durch ihre Freundlichkeit, daß sie uns lieb habe, welches sie auch schon vor 6 Jahren an unserm Bruder {NAME} bewiesen, denn alß derselbige auf einem Besuch unter den Delaware Indianern die rothe Ruhr kriegte, nahmen diese 2 alte Leute ihn in ihr Häußgen und wolten ihn nicht weglaßen, biß er gesund wäre, und pflegten ihn so gut wie es ihnen möglich war.",positive
32,1752 kam ich wieder nach Bethm. in die Anstalt.,neutral
5,"Uebrigens hat ihr lieber Chor in Herrnhuth, sie seit 16 Jahren unverrückt bey sich gehabt und ihre mütterliche und treue Pflege auf eine nicht zu beschreibende uns aber unvergeßliche Weise genoßen.",positive
39,"Wir blieben Drittehalb Jahr in Schöneck, <wo> bis wir durch Geschw: {NAME}s abgelöst wurden, u. wir im Dec: wieder nach Bethlehem zogen, wo wir den Winter hindurch ruhig verbrachten, bis uns im Merz des folgenden Jahres das Amt der Gehülfenschaft im Ehe-Chor angetragen wurde, in welchem Geschäfte wir über Zwey Jahr /// dienten, bis wir Ao 1798 – zum Ausruhen nach – Nazareth zogen u. da verblieben bis ich Ao 1802 d 22t Sept durch den Heimruf meines l. Mannes in den Wittwenstand versetzt worden bin wurde, nachdem wir 22 Jahr vergnügt und zufrieden in der Ehe gelebt, u. Freude u, Leid miteinander getheilt, u. einander zum Trost u. Aufmunterung gewesen waren; dahero ich seinen Verlust sehr schmerzlich empfand, u. Niemand als der Freund, dem ich so oft immer alle meine Noth klagte konnte u. zu dem allein ich meine Zuflucht nahm, konnte mich drüber trösten.",negative
3,1755 den 12ten Februar erhielt ich einen Ruf zu den Knaben nach Christiansbrunn und wurde den 8ten May zur Acoluthie angenommen.,neutral
18,Am 9ten November 1780 wurde sie in die Bruder Gemeine aufgenommen; und gelangte am 12ten April 1781 zum Genuß des heil. Amahls mit der Gemeine in Nazareth.,positive
8,"Er blieb stille u. redete viel mit dem hld, äußerte aber auch manchmal in der Hize seinen Zeugen-Trieb, wie daß er die Separatisten u. andere Seiten ihres Irrthums Irrtums überführen wolte wollte.",neutral
34,"Wie lag jeder Seele Heil, Dir so nah am Herzen",positive
22,"Er wohnte auf der 7ten. Stube, hatte eine kränkliche Hütte, und wie die Anstalt noch in Bethlehem war, da besonders 2. schwere Krankheiten ausgestanden: und ob Er wol immer wieder hergestelt wurde, so bliebe doch in seinem Cörper was sieches stecken, welches seine Brüder wol wusten.",negative
5,"Dem Heiland sey ewig Danck, der seine armen Schäflein, mit lauter ueberwinder Liebe sobalde wieder auf die gesunde Weide seiner Wunden zu leiten wuste, ohne Schaden und Verlust bey allen, deren Herz Ihn bey alledem gemeint hatte!",positive
26,"Als wir an die West Branch kamen, fanden wir sie so angeschwollen, daß wir nicht durchreiten konnten.",negative
24,"Den 26ten April aber fing sein kränkeln wieder an, u. am 28ten kamen schon die Blattern zum Vorschein.",negative
26,"Im Jahre 1745 wurde ich in der Nurserie angestellt, und diente hier mit Willigkeit vom May bis im August.",positive
32,"Merkwürdig war es uns, daß ihr Heimgangstag nach ihrem Wunsch ausfiel;",positive
26,"Indem ritten 3 dieses Haus vorbei und gerade vor meine Türe, wo sie ihre Pferde stehen ließen und in mein Haus gingen;",neutral
26,"Beim Abschied von dem damaligen Pfleger der ledigen Brüder, Bruder {NAME}, sagte derselbe zu mir: “Du bist jetzt ein Glied unserer Gemeine, gehe in Gottes Namen, wohin du willst, ich will dich schon aufsuchen.",neutral
37,"Ich ging, meinen Gang vergnügt und selig, und wenn mich etwas stören wolte, redete ich offenherzig darüber mit meiner Arbeiterin aus, u. wurde zurecht gewiesen.",positive
22,"Am 3. Juny, da seine Hize nicht so stark war, fing Er aus eigener Bewegung, an zu singen: Wenn mein Mund wird erbleichen, in seinem Arm und Schoos-",neutral
14,Er wurde hier bei seinem hohen Alter und damit verknüpften vielen Schwächlichkeiten nach so vielen ausgestandenen Mühseligkeiten seines Lebens mit allem Fleiß in herzlicher Liebe und Geneigtheit von Geschwister {NAME}s bedient und gepflegt.,positive
22,"Daher uns immer bei Ihm ein Bedenken, und Ihn darum nicht aus dem Krankenbette laßen konnten.",negative
26,Erst im achten Jahr brach dieselbe ohne weitere Empfindung auf und heilte.,positive
26,"Ich ging sodann wehmütig von ihm, doch schien es, als ob ihn seine harte Handelweise gegen mich reuete.",negative
33,es nahm von Jahr zu Jahr immer mehr zu,negative
13,"Anno 1778 war ihr die Pflege die sie ihrem lieben krancken Vater hier in Bethlehem erweisen konnte, eine besondere Freude, und sein vergnügt und seliger Heimgang ist ihr immer in danckbarem Andencken geblieben.",positive
26,ich will dir dazu behilflich sein;,positive
5,"ich schäme mich über meine Trägheit und nachläßigkeit in den kostbaren Dienst, den Er mir aus Gnaden anvertrauet hat, und sonderlich auch darüber, daß ich Seine Liebe nicht immer so klein, so zerfloßen und Würmleinshaft angenommen.",negative
27,{NAME} Eine kurze und simple Beschreibung von meinem Lebensumständen:,neutral
14,"Wenn ich denn vollendet, wozu ich gesendet, Herr, so führe Du Mich durch Deine Leiden in die Himmels-Freuden zu der ewgen Ruh!",positive
14,"Von London reiste er über Holland, nach einigem Aufenthalt in Heerendyk, nach dem Herrnhaag, wo er am 3ten December ankam.",neutral
1,"das blieb ihr aber eine unmögliche Sache , und hielt sich desto fester an Heiland, daß Er Sie doch bewahren , und sie bey seinem Volcke erhalten möchte,",negative
26,"Pferde und Wagen stehen dir zu Diensten,",positive
32,Der HErr hats gethan !,neutral
23,Da wir von dem Aufseher Collegio gesprochen wurden wurde ich gefragt: Warum ich nach Herrnhaag gekommen?,neutral
14,Er lag die Marter-Woche durch stille.,positive
19,"ich sprach auch davon mit den Erweckten Seelen, aber von der Sprache verstunden sie nichts, doch hatte ich manchen Trost in ihrer Versammlung",positive
34,"weil sie ledig war, so suchte sie mich oft zu überreden um bey ihr zu wohnen; allein das einsame Leben wolte mir nicht gefallen.",negative
32,"Auch die zwey ersten Jahre im Mädgenchore werde ich nie vergeßen, u. was mein Herz damals im stillem Umgang mit meinem Ungesehenen, aber sehr innig nahen Freunde genoß.",positive
19,In meinem 15ten Jahr wurde ich zum Heiligen Abendmahl zu bereitet und in der Kirche eingesezet wobey mir zitterhaft wohl war.,positive
33,"sie konte sich wieder gläubig an Ihn halten,",positive
24,"u. da er auch nach in demselben Jahr zum H. A. Ml. gelangte, ging er darauf, se. Brrn. zur Freude, einen sel.n u. vergnügten Gang.",positive
14,"Er ging von hier am 4ten December nach Philadelphia wo er eine Buchdruckerey anlegte und daneben mit öfteren herumreisen im Lande, auch besuchen in Bethlehem und anderen Orten seine Zeit verbrachte.",neutral
0,Doch schien er noch nicht seinem Ende so nahe zu seyn.,neutral
26,"Er sagte aber, “Nun’s wahr! Wenn dich jemand bittet auf der Reise bei ihm einzukehren, und du noch so begierig bist, dieselbe zu endigen, so beschäme den Menschen nicht, und gehe hinein.”",neutral
9,Wir empfehlen uns in Euer andencken und grüssen alles pp,positive
32,"Ich fand gar ofte Ursach, über mein Versehen vor meinem besten Hld. in der Stille zu weinen,",negative
24,"Er war in Africa, im königreich Ybo, in der Provinz Schomma, in dem dorfe Umoque, wo sein Vater ein Bauer war, geboren, u., nach dort gewöhnlichem Gebrauch, am 8th Tage beschnitten worden.",neutral
25,"1781 den 31ten May wurde sie mit dem nunmehrigen Witwer Johannes Schmid zur heiligen Ehe verbunden, um der hiesigen Gemeinbeckerey vorzustehen.",neutral
4,Das alte Mütterlein aber wurde immer schlimmer und sie sagte vorher daß sie sterben würde.,negative
39,"Allein nach u. nach ließ ich auch von meinem gesetzlichen Wesen ab, u. krigte Gefallen an Leichtsinn u. dergleichen Dingen, so, daß ich wohl einsehen lernte, daß ich nicht beßer als andre sey.",negative
13,"Nachdem ich mich wieder erholt hatte, nahm mich eine meiner Anverwandten zu sich in ihre Pflege und Erziehung.",positive
5,"Ihre Schwachheit nahm auch merklich zu, und sie wollte sich nun keiner Mittel mehr bedienen, weil die bisherigen ohne guten Effekt waren.",negative
33,"ich dachte nicht ans gefangen nehmen, sondern ich furchte mich vor dem umbringen, in sonderheit weill ich meiner Seligkeit nicht versichert war,",negative
26,indessen stieg Br. {NAME} vom Pferd und ich mußte folgen.,negative
38,"Allein im August Monat kam diese Krankheit aufs neue heftig wieder, und ihre Kräfte nahmen so ab, daß alle treue Bemühungen der Aerzte und alle mögliche Pflege ihrer Kinder und anderen Schwestern die gewünschte Wirkung nicht mehr thaten.",negative
38,"In seinen letzten Stunden nahm er segnete er zum Abschied ein jedes Kind seiner Kinder, und sagte zu mir: du gehst zur Gemeine; welches mir sehr lieb war, bat auch nach dem Pastor {NAME}, daß er mir dazu behülflich seyn möchte.",positive
7,"Von der Zeit an stand ich unter einer beßeden Leitung des heiligen Geistes, und habe oftmals bitterlich geweint, wenn ich dachte, Gott mit etwas betrübt und beleidigt zu haben.",negative
33,"er wolte mir auch behülflich dazu seyn, nur wolte er daß Kind behalten",neutral
33,"o! wie schäm ich mich noch wenn ich daran dencke mit was liebe und Herzlichkeit ich mit meinem Kinde bin von den Geschwistern aufgenommen worden, und wie ich in meiner Schweren Cur die ich ausstehn muste gewart und gepflegt worden bin, ",positive
5,"In meinem 13ten Jahr ging ich zum erstenmal mit zum heiligen Abendmahl in der lutherischen Kirche, in großer Hingenommenheit und Ehrfurcht vor dem hochwürdigen Guth.",positive
20,"auch drungen sie fort mit den Eit auf uns, um uns in den schreck zu jagen aber der gute hirtte, den ich wohl zu der Zeit noch nicht kand und liebte wie ich gesolt, wuste sein Schäfflein zu retten",positive
33,"ich hofte aber doch immer der l. Heiland würde mir bahn machen daß ich noch einmal loß kommen würde,",neutral
39,"Zu der Zeit kamen verschiedene der Soldaten brüder in unsern Ort, u. brachten Gemeinschriften mit, die Abends in der Stille in manchen Häußern zu vieler Erbauung gelesen wurden.",positive
32,"Von da an wurde es mir klar, daß die Aufrichtigkeit des Herzens ein nothwendiges Stück sey, um seinen Gang selig u. vergnügt zu gehen.",positive
19,"1761 erhielt ich mein Ruf nach America, wurde vorher zur Acoluthie angenommen und kam darauf mit Geschwister {NAME}s und ihrer Gesellschaft nach Bethlehem.",neutral
18,Von unserer am 9ten Sept. 1822 selig vollendeten verheir. Neger- Schwester {NAME} (Ehefrau unsers Bruder {NAME}) gibt ihr hiunterlassen ------ folgende kurze Nachricht.,neutral
33,"die gewiße /// Versicherung war in meinem Herzen, Er würde mich doch noch zu der Gemeine bringen,",positive
19,"ich hütete mich wohl vor allen groben Sünden hatte aber die Sünde doch heimlich lieb und lies mich auch einmal überreden mit meinen Cameraden zu gehen und gegen alle Überzeugung meines Herzen, mit zu machen.",negative
26,Es wurde zuerst über den Tagestext geredet und dann gesungen.,neutral
3,Am 14ten Januar 1775 schenkte uns der Heiland ein Töchterlein welches am 15ten in Jesu Tod getauft und {NAME} genannt wurde.,positive
26,Die Schwestern waren alle beisammen;,neutral
26,"Sobald sie uns zu Gesichte bekamen, fiel einer unsrer Mitpassagiere (ein junger Mensch, der schon etwas Englisch verstand) den Indianern zu Füßen, und bat sie um ein wenig Wasser und Brot.",neutral
7,Dis geschah anno 1737.,neutral
9,"Er begab sich zu Ende August auf einen Besuch nach Bethlehem, wo er sich ganz legen muste.",negative
26,"Bei Gelegenheit, da einst Indianer zu meinem Vater kamen um Branntwein zu holen, fühlte ich einen besondern Trieb, ihnen zu bezeugen, was Gott an den armen Menschen getan hat und noch tut;",positive
